1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,57.2957795130823,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,57.2957795130823,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,57.2957795130823,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57.2957795130823,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,57.2957795130823,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,57.2957795130823,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,57.2957795130823,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,57.2957795130823,0,0,0,0
0,0,8.33930939019419e-07,0,0.000123946591628052,0,-0.000102527184596537,0.547084294495379,0,0,0.038171353207439,0,4.87973703620465e-05,0.00393364893588066,0,0
0,0,7.33276394002873e-21,-0.000123946591552614,0,0,-9.01522664373976e-19,0,-3.1423360186921,0.006428544104291,0,0.0780898441114816,0,0,0.00267843326589287,0.00786098906132684
0,0,-3.24322220018077e-05,0,-9.67969243724583e-06,0,0.00398736185033572,9.92978181907082,0,0,0.96641539623632,0,0,0.02084076169407,0,0
0,0,1.86013346324033e-06,0,0,0,0.000946789410749571,0,0,0,0,0,0,0,0,0
0,0,-0.00609443385480135,0,0,0,0.749276847276285,0,0,0,0,0,0,0,0,0
0,0,-0.0481972473003932,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-3.24322220018077e-05,0,-9.67969243724583e-06,0,0.00398736185033572,9.92978181907082,0,0,0.96641539623632,0,0,0.02084076169407,0,0
